CUST_CODE,TotalSpend,TotalVisits,TotalSKUs,FirstDate,LastDate,TotalQuantity,TicketSize,total_days,recency,avg_Quantity_per_TotalVisit,Cluster
CUST0000414643,0.39,1,1,2007-04-04,2007-04-04,1,0.39,1,459,1.0,Cluster 0
CUST0000414687,12.33,1,3,2006-09-08,2006-09-08,3,12.33,1,667,3.0,Cluster 0
CUST0000414799,128.28999999999996,34,52,2007-02-26,2008-06-30,92,3.773235294117646,491,6,2.7058823529411766,Cluster 2
CUST0000415057,3.49,1,3,2007-08-28,2007-08-28,5,3.49,1,313,5.0,Cluster 0
CUST0000415273,51.870000000000005,7,22,2006-05-15,2008-04-23,41,7.410000000000001,710,74,5.857142857142857,Cluster 2
CUST0000415301,2466.320000000004,143,304,2006-04-15,2008-06-29,1745,17.246993006993034,807,7,12.202797202797203,Cluster 3
CUST0000415342,2.5300000000000002,3,3,2007-08-21,2007-08-26,3,0.8433333333333334,6,315,1.0,Cluster 0
CUST0000415373,11.469999999999997,5,5,2006-04-16,2006-12-02,6,2.2939999999999996,231,582,1.2,Cluster 0
CUST0000415481,859.4199999999995,73,129,2006-05-03,2008-06-14,892,11.77287671232876,774,22,12.219178082191782,Cluster 2
CUST0000415504,9.87,3,5,2007-09-19,2007-09-22,6,3.2899999999999996,4,288,2.0,Cluster 0
CUST0000415594,128.90000000000015,51,47,2006-04-11,2008-06-13,123,2.52745098039216,795,23,2.411764705882353,Cluster 2
CUST0000415649,203.27999999999986,13,95,2006-07-26,2008-07-02,225,15.636923076923066,708,4,17.307692307692307,Cluster 2
CUST0000415919,9.31,11,5,2006-04-28,2008-01-15,12,0.8463636363636364,628,173,1.0909090909090908,Cluster 2
CUST0000416013,440.13000000000017,36,145,2006-10-12,2008-04-18,324,12.225833333333338,555,79,9.0,Cluster 2
CUST0000416032,2.21,2,2,2006-12-08,2008-01-02,2,1.105,391,186,1.0,Cluster 2
CUST0000416037,15.930000000000001,3,10,2006-11-27,2008-05-29,19,5.3100000000000005,550,38,6.333333333333333,Cluster 2
CUST0000416322,1561.1500000000024,131,219,2006-04-19,2008-07-01,1204,11.917175572519103,805,5,9.19083969465649,Cluster 3
CUST0000416384,3.8899999999999997,4,4,2006-04-17,2007-08-07,6,0.9724999999999999,478,334,1.5,Cluster 0
CUST0000416981,7.51,1,3,2007-05-06,2007-05-06,3,7.51,1,427,3.0,Cluster 0
CUST0000417416,2.0700000000000003,1,2,2007-09-05,2007-09-05,2,2.0700000000000003,1,305,2.0,Cluster 0
CUST0000417479,5123.610000000046,390,605,2006-04-10,2008-06-30,4139,13.137461538461656,813,6,10.612820512820512,Cluster 3
CUST0000417835,1.9900000000000002,1,2,2006-12-31,2006-12-31,2,1.9900000000000002,1,553,2.0,Cluster 0
CUST0000417931,2.96,6,3,2007-04-06,2008-04-23,6,0.49333333333333335,384,74,1.0,Cluster 2
CUST0000417956,4.92,1,1,2006-06-22,2006-06-22,1,4.92,1,745,1.0,Cluster 0
CUST0000418388,1440.110000000001,375,211,2006-04-14,2008-07-06,1094,3.840293333333336,815,0,2.917333333333333,Cluster 3
CUST0000418732,26.049999999999997,2,9,2007-10-08,2007-11-22,13,13.024999999999999,46,227,6.5,Cluster 0
CUST0000418790,6.1899999999999995,2,2,2007-01-20,2007-03-16,2,3.0949999999999998,56,478,1.0,Cluster 0
CUST0000418841,2.58,1,1,2006-11-01,2006-11-01,3,2.58,1,613,3.0,Cluster 0
CUST0000418887,67.19,7,31,2006-05-01,2008-07-05,57,9.598571428571429,797,1,8.142857142857142,Cluster 2
CUST0000419069,1.36,1,1,2007-12-11,2007-12-11,1,1.36,1,208,1.0,Cluster 0
CUST0000419601,1.36,1,1,2007-09-02,2007-09-02,1,1.36,1,308,1.0,Cluster 0
CUST0000419761,483.96,40,159,2006-04-19,2008-06-30,432,12.099,804,6,10.8,Cluster 2
CUST0000419779,3374.2699999999986,141,298,2006-04-11,2008-07-05,2125,23.930992907801407,817,1,15.070921985815604,Cluster 3
CUST0000420108,4.0600000000000005,2,2,2007-10-21,2008-02-21,4,2.0300000000000002,124,136,2.0,Cluster 0
CUST0000420119,5078.029999999975,165,381,2006-04-15,2008-07-05,4562,30.775939393939243,813,1,27.64848484848485,Cluster 3
CUST0000420196,167.64000000000001,3,56,2007-09-29,2008-06-13,159,55.88,259,23,53.0,Cluster 1
CUST0000420309,23.33,2,4,2006-12-19,2006-12-19,4,11.665,1,565,2.0,Cluster 0
CUST0000420363,8281.660000000036,335,877,2006-04-10,2008-07-06,6362,24.721373134328466,819,0,18.991044776119402,Cluster 3
CUST0000420556,6.66,1,7,2007-09-09,2007-09-09,7,6.66,1,301,7.0,Cluster 0
CUST0000420601,123.45000000000003,41,53,2006-05-17,2008-06-28,134,3.0109756097560982,774,8,3.268292682926829,Cluster 2
CUST0000420651,7.8100000000000005,2,2,2006-07-23,2006-08-09,5,3.9050000000000002,18,697,2.5,Cluster 0
CUST0000420669,75.61999999999998,20,24,2006-11-24,2008-06-23,167,3.780999999999999,578,13,8.35,Cluster 2
CUST0000420871,11.339999999999996,2,5,2008-02-29,2008-06-27,10,5.669999999999998,120,9,5.0,Cluster 2
CUST0000420890,881.6999999999991,38,183,2006-04-15,2008-06-22,826,23.202631578947347,800,14,21.736842105263158,Cluster 2
CUST0000421273,71.90999999999998,5,35,2006-05-10,2007-05-26,64,14.381999999999996,382,407,12.8,Cluster 0
CUST0000421776,4.34,2,2,2007-01-16,2007-06-16,4,2.17,152,386,2.0,Cluster 0
CUST0000422092,18.96,2,1,2007-01-26,2007-11-01,2,9.48,280,248,1.0,Cluster 0
CUST0000422532,20.599999999999998,6,3,2006-04-25,2008-06-15,16,3.433333333333333,783,21,2.6666666666666665,Cluster 2
CUST0000422634,305.79,14,108,2006-08-25,2008-06-29,205,21.842142857142857,675,7,14.642857142857142,Cluster 2
CUST0000422638,27.82,4,20,2006-12-16,2007-12-11,22,6.955,361,208,5.5,Cluster 2
CUST0000422766,38.99,4,4,2007-06-05,2008-07-05,11,9.7475,397,1,2.75,Cluster 2
CUST0000422846,1.54,1,1,2007-11-28,2007-11-28,1,1.54,1,221,1.0,Cluster 0
CUST0000422922,0.92,1,1,2007-01-12,2007-01-12,1,0.92,1,541,1.0,Cluster 0
CUST0000423000,2.0,1,1,2007-05-30,2007-05-30,1,2.0,1,403,1.0,Cluster 0
CUST0000423130,9.809999999999999,1,2,2006-07-19,2006-07-19,4,9.809999999999999,1,718,4.0,Cluster 0
CUST0000423155,1979.499999999998,412,342,2006-04-10,2008-07-04,1808,4.804611650485432,817,2,4.388349514563107,Cluster 3
CUST0000423278,76.09,13,26,2006-06-25,2008-02-26,49,5.853076923076923,612,131,3.769230769230769,Cluster 2
CUST0000424032,75.74000000000004,73,16,2006-05-06,2008-06-27,109,1.037534246575343,784,9,1.4931506849315068,Cluster 2
CUST0000424039,41.92,4,25,2006-05-24,2007-11-01,40,10.48,527,248,10.0,Cluster 2
CUST0000424316,463.8399999999999,21,88,2006-05-20,2008-06-30,278,22.087619047619043,773,6,13.238095238095237,Cluster 2
CUST0000424514,13.94,2,2,2006-08-14,2008-05-07,4,6.97,633,60,2.0,Cluster 2
CUST0000424803,466.9900000000004,42,182,2007-04-23,2008-06-30,426,11.118809523809533,435,6,10.142857142857142,Cluster 2
CUST0000424858,1.45,1,1,2006-08-06,2006-08-06,1,1.45,1,700,1.0,Cluster 0
CUST0000425485,1.8900000000000001,1,2,2007-11-19,2007-11-19,4,1.8900000000000001,1,230,4.0,Cluster 0
CUST0000425522,225.03999999999996,24,98,2006-07-15,2008-06-19,182,9.376666666666665,706,17,7.583333333333333,Cluster 2
CUST0000425869,33.300000000000004,4,16,2006-07-12,2008-05-25,32,8.325000000000001,684,42,8.0,Cluster 2
CUST0000426156,160.52,11,89,2006-05-31,2008-03-30,136,14.592727272727274,670,98,12.363636363636363,Cluster 2
CUST0000426162,40.0,7,2,2006-06-20,2007-06-03,10,5.714285714285714,349,399,1.4285714285714286,Cluster 0
CUST0000426205,35.77000000000001,2,23,2007-02-15,2008-03-23,27,17.885000000000005,403,105,13.5,Cluster 2
CUST0000426230,80.49999999999999,12,25,2006-09-18,2008-05-05,41,6.708333333333332,596,62,3.4166666666666665,Cluster 2
CUST0000426701,289.6599999999999,20,107,2006-11-14,2008-06-26,255,14.482999999999995,591,10,12.75,Cluster 2
CUST0000427089,16.34,1,6,2006-12-13,2006-12-13,6,16.34,1,571,6.0,Cluster 0
CUST0000427158,2.27,2,2,2006-06-02,2007-11-25,2,1.135,542,224,1.0,Cluster 2
CUST0000427260,934.1400000000007,99,240,2006-05-02,2008-07-03,778,9.435757575757583,794,3,7.858585858585859,Cluster 2
CUST0000427655,43.84,2,7,2007-06-26,2008-06-18,32,21.92,359,18,16.0,Cluster 2
CUST0000427815,1.54,1,1,2006-07-16,2006-07-16,1,1.54,1,721,1.0,Cluster 0
CUST0000428117,7.43,1,2,2007-03-29,2007-03-29,4,7.43,1,465,4.0,Cluster 0
CUST0000428136,6.4,1,1,2006-09-21,2006-09-21,1,6.4,1,654,1.0,Cluster 0
CUST0000428197,2.5500000000000003,1,2,2006-12-15,2006-12-15,4,2.5500000000000003,1,569,4.0,Cluster 0
CUST0000428504,461.39999999999986,24,187,2006-04-21,2008-05-26,304,19.224999999999994,767,41,12.666666666666666,Cluster 2
CUST0000428551,90.74999999999999,13,4,2006-05-02,2008-06-16,19,6.98076923076923,777,20,1.4615384615384615,Cluster 2
CUST0000428644,0.52,1,2,2007-02-14,2007-02-14,2,0.52,1,508,2.0,Cluster 0
CUST0000428851,91.66000000000005,25,63,2006-05-02,2008-05-14,125,3.666400000000002,744,53,5.0,Cluster 2
CUST0000428853,3.7199999999999998,3,3,2006-05-20,2007-05-16,4,1.24,362,417,1.3333333333333333,Cluster 0
CUST0000428874,0.56,2,1,2006-04-29,2008-06-09,2,0.28,773,27,1.0,Cluster 2
CUST0000429198,9.670000000000002,11,7,2006-05-07,2008-03-14,15,0.8790909090909093,678,114,1.3636363636363635,Cluster 2
CUST0000429412,1.24,1,1,2006-10-01,2006-10-01,1,1.24,1,644,1.0,Cluster 0
CUST0000429416,3.83,3,2,2006-08-01,2007-11-03,3,1.2766666666666666,460,246,1.0,Cluster 2
CUST0000429733,3.73,1,3,2006-12-23,2006-12-23,5,3.73,1,561,5.0,Cluster 0
CUST0000429923,6.880000000000001,10,6,2006-04-28,2008-06-11,10,0.6880000000000001,776,25,1.0,Cluster 2
CUST0000429927,87.17999999999999,3,29,2006-08-01,2008-05-31,74,29.06,670,36,24.666666666666668,Cluster 1
CUST0000429989,1001.0299999999987,73,230,2006-04-15,2008-07-03,929,13.71273972602738,811,3,12.726027397260275,Cluster 2
CUST0000430013,10.880000000000003,9,5,2006-06-26,2008-03-27,11,1.2088888888888891,641,101,1.2222222222222223,Cluster 2
CUST0000430295,11.41,2,9,2006-08-04,2006-08-05,11,5.705,2,701,5.5,Cluster 0
CUST0000430336,0.86,1,1,2007-07-12,2007-07-12,1,0.86,1,360,1.0,Cluster 0
CUST0000430437,2.4499999999999997,5,5,2006-08-18,2007-06-10,6,0.48999999999999994,297,392,1.2,Cluster 0
CUST0000430446,221.1699999999999,53,66,2006-04-26,2008-06-22,219,4.173018867924527,789,14,4.132075471698113,Cluster 2
CUST0000430560,58.80000000000002,3,40,2007-03-24,2008-02-02,49,19.600000000000005,316,155,16.333333333333332,Cluster 2
CUST0000430622,9.179999999999998,3,11,2006-08-07,2007-10-19,16,3.059999999999999,439,261,5.333333333333333,Cluster 2
CUST0000430660,2536.35,69,449,2006-04-16,2008-05-22,2191,36.75869565217391,768,45,31.753623188405797,Cluster 3
CUST0000430866,7.0,1,3,2007-11-20,2007-11-20,5,7.0,1,229,5.0,Cluster 0
CUST0000431028,8.34,2,5,2007-11-14,2008-05-04,10,4.17,173,63,5.0,Cluster 2
CUST0000431111,52.570000000000014,15,31,2006-04-25,2008-05-13,69,3.5046666666666675,750,54,4.6,Cluster 2
CUST0000431190,1.67,1,1,2008-02-22,2008-02-22,1,1.67,1,135,1.0,Cluster 0
CUST0000431417,19.889999999999997,7,11,2006-07-04,2008-03-09,14,2.841428571428571,615,119,2.0,Cluster 2
CUST0000431431,3.65,1,3,2007-05-04,2007-05-04,3,3.65,1,429,3.0,Cluster 0
CUST0000431572,32.339999999999996,1,20,2006-10-08,2006-10-08,28,32.339999999999996,1,637,28.0,Cluster 1
CUST0000431637,2.89,4,4,2006-04-20,2008-01-31,4,0.7225,652,157,1.0,Cluster 2
CUST0000431761,121.97999999999999,3,54,2006-06-17,2007-03-07,110,40.66,264,487,36.666666666666664,Cluster 1
CUST0000432043,68.24999999999999,11,40,2006-06-26,2008-04-23,57,6.204545454545453,668,74,5.181818181818182,Cluster 2
CUST0000432204,4.39,1,9,2007-01-16,2007-01-16,13,4.39,1,537,13.0,Cluster 0
CUST0000432272,22.490000000000002,2,10,2007-02-28,2007-08-31,12,11.245000000000001,185,310,6.0,Cluster 0
CUST0000432512,52.219999999999985,7,11,2006-08-19,2008-05-26,18,7.459999999999998,647,41,2.5714285714285716,Cluster 2
CUST0000432685,1.36,2,1,2007-05-31,2008-05-20,2,0.68,356,47,1.0,Cluster 2
CUST0000432709,142.88999999999993,3,24,2006-05-24,2008-04-14,128,47.629999999999974,692,83,42.666666666666664,Cluster 1
CUST0000432916,1.84,1,2,2007-03-19,2007-03-19,2,1.84,1,475,2.0,Cluster 0
CUST0000433361,0.39,1,1,2007-07-19,2007-07-19,1,0.39,1,353,1.0,Cluster 0
CUST0000433698,0.33,1,1,2007-06-06,2007-06-06,1,0.33,1,396,1.0,Cluster 0
CUST0000433708,2.01,1,2,2007-12-05,2007-12-05,2,2.01,1,214,2.0,Cluster 0
CUST0000433825,16.66,1,7,2008-04-02,2008-04-02,12,16.66,1,95,12.0,Cluster 0
CUST0000433827,28.86,1,18,2007-02-06,2007-02-06,20,28.86,1,516,20.0,Cluster 1
CUST0000433828,3.12,1,1,2007-12-05,2007-12-05,3,3.12,1,214,3.0,Cluster 0
CUST0000433977,364.5099999999999,12,60,2006-05-01,2008-07-01,198,30.375833333333322,793,5,16.5,Cluster 2
CUST0000434013,620.8799999999982,130,191,2006-04-14,2008-06-22,598,4.775999999999986,801,14,4.6,Cluster 2
CUST0000434476,1.18,1,1,2007-02-25,2007-02-25,1,1.18,1,497,1.0,Cluster 0
CUST0000434489,514.0300000000003,13,68,2006-04-10,2008-05-29,295,39.54076923076926,781,38,22.692307692307693,Cluster 1
CUST0000434655,34.13999999999999,3,22,2007-08-17,2007-11-22,24,11.379999999999997,98,227,8.0,Cluster 0
CUST0000434982,14.57,1,13,2006-05-05,2006-05-05,13,14.57,1,793,13.0,Cluster 0
CUST0000435008,996.6100000000001,71,224,2006-04-13,2008-07-05,1212,14.036760563380284,815,1,17.070422535211268,Cluster 2
CUST0000435195,571.6500000000003,23,143,2006-10-30,2008-06-01,498,24.854347826086972,581,35,21.652173913043477,Cluster 1
CUST0000435846,26.79,3,7,2006-06-05,2006-10-14,9,8.93,132,631,3.0,Cluster 0
CUST0000436015,29.060000000000002,4,17,2006-06-12,2007-06-08,21,7.265000000000001,362,394,5.25,Cluster 0
CUST0000436040,1.02,1,1,2006-11-13,2006-11-13,1,1.02,1,601,1.0,Cluster 0
CUST0000436160,123.84000000000007,5,35,2006-07-17,2008-05-13,117,24.768000000000015,667,54,23.4,Cluster 1
CUST0000436394,352.97,24,158,2006-05-24,2008-07-04,290,14.707083333333335,773,2,12.083333333333334,Cluster 2
CUST0000436728,79.74000000000004,6,38,2006-07-26,2006-11-09,56,13.290000000000006,107,605,9.333333333333334,Cluster 0
CUST0000436891,85.06000000000003,24,34,2006-06-12,2008-05-13,95,3.544166666666668,702,54,3.9583333333333335,Cluster 2
CUST0000436917,24.7,1,9,2006-06-25,2006-06-25,11,24.7,1,742,11.0,Cluster 0
CUST0000437046,32.010000000000005,3,12,2007-07-30,2008-04-11,19,10.670000000000002,257,86,6.333333333333333,Cluster 2
CUST0000437165,291.93,12,83,2006-10-30,2008-04-14,163,24.3275,533,83,13.583333333333334,Cluster 2
CUST0000438114,79.06000000000003,2,22,2006-08-18,2008-05-22,60,39.530000000000015,644,45,30.0,Cluster 1
CUST0000438228,407.3600000000004,35,3,2006-04-24,2008-06-26,77,11.638857142857155,795,10,2.2,Cluster 2
CUST0000438271,141.10999999999999,7,63,2006-08-25,2008-06-07,113,20.158571428571427,653,29,16.142857142857142,Cluster 2
CUST0000438334,4.71,1,3,2006-07-13,2006-07-13,3,4.71,1,724,3.0,Cluster 0
CUST0000438442,224.93000000000004,3,58,2007-11-19,2008-06-01,210,74.97666666666667,196,35,70.0,Cluster 1
CUST0000438603,2.99,2,2,2007-02-02,2007-02-02,2,1.495,1,520,1.0,Cluster 0
CUST0000438704,159.07000000000005,22,68,2007-09-05,2008-06-01,155,7.230454545454548,271,35,7.045454545454546,Cluster 2
CUST0000438951,9.94,1,2,2007-03-31,2007-03-31,4,9.94,1,463,4.0,Cluster 0
CUST0000438977,830.3099999999987,155,194,2006-10-17,2008-07-05,722,5.356838709677411,628,1,4.658064516129032,Cluster 2
CUST0000438993,607.4699999999992,21,144,2007-01-01,2008-05-17,384,28.92714285714282,503,50,18.285714285714285,Cluster 1
CUST0000439130,661.1100000000002,87,243,2006-09-03,2008-06-21,703,7.598965517241382,658,15,8.080459770114942,Cluster 2
CUST0000439199,136.92000000000004,47,64,2006-10-29,2008-07-03,136,2.913191489361703,614,3,2.893617021276596,Cluster 2
CUST0000439220,0.75,1,1,2007-11-28,2007-11-28,1,0.75,1,221,1.0,Cluster 0
CUST0000439389,32.75000000000001,1,19,2007-07-12,2007-07-12,27,32.75000000000001,1,360,27.0,Cluster 1
CUST0000440311,37.74999999999999,13,25,2006-05-21,2008-06-10,45,2.9038461538461533,752,26,3.4615384615384617,Cluster 2
CUST0000440705,31.74,1,17,2007-04-14,2007-04-14,22,31.74,1,449,22.0,Cluster 1
CUST0000440708,13.51,3,12,2007-06-12,2007-10-07,17,4.503333333333333,118,273,5.666666666666667,Cluster 0
CUST0000440724,32.56000000000001,6,11,2006-05-21,2008-04-16,15,5.4266666666666685,697,81,2.5,Cluster 2
CUST0000440874,9.36,1,1,2006-07-02,2006-07-02,1,9.36,1,735,1.0,Cluster 0
CUST0000440900,4.32,1,3,2007-04-09,2007-04-09,3,4.32,1,454,3.0,Cluster 0
CUST0000441202,24.120000000000005,2,11,2006-05-27,2007-07-13,15,12.060000000000002,413,359,7.5,Cluster 0
CUST0000441359,0.21,1,1,2006-11-10,2006-11-10,1,0.21,1,604,1.0,Cluster 0
CUST0000441378,3.07,1,2,2006-11-24,2006-11-24,7,3.07,1,590,7.0,Cluster 0
CUST0000441394,6.18,2,1,2006-04-30,2008-06-19,6,3.09,782,17,3.0,Cluster 2
CUST0000441584,36.28,8,14,2006-07-29,2008-05-02,19,4.535,644,65,2.375,Cluster 2
CUST0000441595,9.22,4,4,2007-04-28,2008-02-11,4,2.305,290,146,1.0,Cluster 2
CUST0000441645,161.3,5,50,2006-06-11,2007-09-26,112,32.260000000000005,473,284,22.4,Cluster 1
CUST0000441833,0.39,1,1,2006-08-24,2006-08-24,1,0.39,1,682,1.0,Cluster 0
CUST0000441856,235.31999999999977,82,80,2006-04-10,2008-06-13,237,2.869756097560973,796,23,2.8902439024390243,Cluster 2
CUST0000442106,141.34,7,11,2006-09-19,2008-06-10,25,20.19142857142857,631,26,3.5714285714285716,Cluster 2
CUST0000442388,64.26,12,31,2006-06-28,2008-06-18,56,5.355,722,18,4.666666666666667,Cluster 2
CUST0000442459,4.35,3,4,2007-05-18,2008-04-07,6,1.45,326,90,2.0,Cluster 2
CUST0000442578,1.0899999999999999,1,2,2007-02-04,2007-02-04,4,1.0899999999999999,1,518,4.0,Cluster 0
CUST0000442582,17.41,3,13,2006-04-29,2008-07-03,14,5.803333333333334,797,3,4.666666666666667,Cluster 2
CUST0000442754,67.11999999999999,15,34,2006-06-10,2008-06-23,59,4.474666666666666,745,13,3.933333333333333,Cluster 2
CUST0000442822,7.78,2,5,2007-10-31,2007-11-04,7,3.89,5,245,3.5,Cluster 0
CUST0000442859,1.7,1,1,2006-04-13,2006-04-13,1,1.7,1,815,1.0,Cluster 0
CUST0000442927,6.529999999999999,1,4,2006-07-21,2006-07-21,4,6.529999999999999,1,716,4.0,Cluster 0
CUST0000443217,0.21,1,1,2006-05-12,2006-05-12,1,0.21,1,786,1.0,Cluster 0
CUST0000443308,1.12,2,2,2007-03-09,2007-03-31,2,0.56,23,463,1.0,Cluster 0
CUST0000443766,0.87,1,2,2008-01-07,2008-01-07,2,0.87,1,181,2.0,Cluster 0
CUST0000443769,57.68,4,15,2006-09-06,2008-06-13,32,14.42,647,23,8.0,Cluster 2
CUST0000443923,90.59999999999997,37,40,2006-04-17,2008-07-03,97,2.4486486486486476,809,3,2.6216216216216215,Cluster 2
CUST0000443941,1.39,1,1,2008-01-15,2008-01-15,1,1.39,1,173,1.0,Cluster 0
CUST0000444056,23.039999999999996,3,13,2006-06-06,2006-08-23,30,7.679999999999999,79,683,10.0,Cluster 0
CUST0000444465,3.27,1,2,2006-04-19,2006-04-19,2,3.27,1,809,2.0,Cluster 0
CUST0000444640,7.829999999999998,4,7,2007-12-07,2008-02-28,12,1.9574999999999996,84,129,3.0,Cluster 0
CUST0000444712,2.22,2,1,2006-12-02,2008-07-03,2,1.11,580,3,1.0,Cluster 2
CUST0000444719,69.08,8,26,2006-09-11,2008-06-14,56,8.635,643,22,7.0,Cluster 2
CUST0000444732,7.32,2,3,2006-04-16,2007-09-24,9,3.66,527,286,4.5,Cluster 2
CUST0000444878,0.98,1,1,2006-10-25,2006-10-25,1,0.98,1,620,1.0,Cluster 0
CUST0000444916,5.67,2,5,2007-09-02,2007-09-23,5,2.835,22,287,2.5,Cluster 0
CUST0000445141,21.48,2,3,2006-09-01,2008-04-28,6,10.74,606,69,3.0,Cluster 2
CUST0000445148,1322.190000000002,273,268,2006-04-12,2008-07-05,2194,4.843186813186821,816,1,8.036630036630036,Cluster 3
CUST0000445244,446.08000000000055,103,144,2006-04-11,2008-06-26,431,4.330873786407772,808,10,4.184466019417476,Cluster 2
CUST0000445359,12.1,5,9,2006-07-05,2008-03-01,14,2.42,606,127,2.8,Cluster 2
CUST0000445361,9.52,2,2,2007-08-13,2007-08-19,4,4.76,7,322,2.0,Cluster 0
CUST0000445720,3.9799999999999995,1,4,2007-09-10,2007-09-10,4,3.9799999999999995,1,300,4.0,Cluster 0
CUST0000445851,36.7,1,14,2007-09-11,2007-09-11,20,36.7,1,299,20.0,Cluster 1
CUST0000446108,5.03,1,6,2006-08-26,2006-08-26,6,5.03,1,680,6.0,Cluster 0
CUST0000446202,31.250000000000004,3,22,2006-04-16,2006-11-26,30,10.416666666666668,225,588,10.0,Cluster 0
CUST0000446352,9.6,4,5,2006-09-15,2007-11-23,7,2.4,435,226,1.75,Cluster 2
CUST0000446418,1209.4299999999982,50,300,2006-04-15,2008-07-03,847,24.188599999999965,811,3,16.94,Cluster 2
CUST0000446500,1.54,1,1,2006-09-21,2006-09-21,1,1.54,1,654,1.0,Cluster 0
CUST0000446505,1247.099999999998,79,175,2006-04-12,2008-06-05,736,15.786075949367065,786,31,9.316455696202532,Cluster 2
CUST0000446520,23.92,2,2,2007-04-18,2007-04-24,4,11.96,7,439,2.0,Cluster 0
CUST0000446611,11.52,1,2,2007-07-18,2007-07-18,4,11.52,1,354,4.0,Cluster 0
CUST0000446638,10.229999999999999,1,8,2007-03-02,2007-03-02,8,10.229999999999999,1,492,8.0,Cluster 0
CUST0000446749,5.07,3,2,2006-07-16,2008-05-19,3,1.6900000000000002,674,48,1.0,Cluster 2
CUST0000446845,6.04,5,4,2006-05-02,2008-03-21,5,1.208,690,107,1.0,Cluster 2
CUST0000446902,838.2299999999994,41,184,2007-04-03,2008-05-10,883,20.44463414634145,404,57,21.536585365853657,Cluster 1
CUST0000446903,45.74,1,19,2006-05-31,2006-05-31,35,45.74,1,767,35.0,Cluster 1
CUST0000447443,268.48999999999995,8,48,2006-12-14,2008-06-29,219,33.561249999999994,564,7,27.375,Cluster 1
CUST0000447587,1040.9599999999994,37,242,2006-04-12,2008-05-28,560,28.134054054054037,778,39,15.135135135135135,Cluster 2
CUST0000447818,8.24,3,2,2006-10-15,2008-04-22,3,2.7466666666666666,556,75,1.0,Cluster 2
CUST0000447840,0.59,2,2,2007-01-22,2007-02-27,2,0.295,37,495,1.0,Cluster 0
CUST0000447904,181.8500000000001,19,56,2006-10-22,2008-06-11,117,9.571052631578953,599,25,6.157894736842105,Cluster 2
CUST0000448104,0.91,1,1,2007-09-30,2007-09-30,1,0.91,1,280,1.0,Cluster 0
CUST0000448168,361.03000000000014,35,76,2006-07-21,2008-07-06,266,10.315142857142861,717,0,7.6,Cluster 2
CUST0000448171,189.85999999999981,37,66,2006-04-20,2008-07-05,141,5.131351351351347,808,1,3.810810810810811,Cluster 2
CUST0000448280,4081.230000000006,227,649,2006-04-10,2008-07-04,3082,17.978986784140996,817,2,13.577092511013216,Cluster 3
CUST0000448342,56.60999999999999,8,9,2007-08-28,2008-05-29,16,7.076249999999999,276,38,2.0,Cluster 2
CUST0000448937,526.5599999999995,36,175,2006-07-17,2008-05-31,329,14.626666666666653,685,36,9.13888888888889,Cluster 2
CUST0000448976,0.56,1,1,2006-10-23,2006-10-23,1,0.56,1,622,1.0,Cluster 0
CUST0000449043,4.49,1,1,2006-04-28,2006-04-28,1,4.49,1,800,1.0,Cluster 0
CUST0000449375,5.54,1,3,2007-08-19,2007-08-19,7,5.54,1,322,7.0,Cluster 0
CUST0000449385,2.11,2,2,2007-01-11,2007-06-26,2,1.055,167,376,1.0,Cluster 0
CUST0000449451,22.630000000000003,2,4,2006-10-13,2006-12-26,4,11.315000000000001,75,558,2.0,Cluster 0
CUST0000449509,5.93,3,4,2007-11-09,2008-04-27,5,1.9766666666666666,171,70,1.6666666666666667,Cluster 0
CUST0000450393,7.12,1,2,2008-02-13,2008-02-13,2,7.12,1,144,2.0,Cluster 0
CUST0000450603,1.37,1,1,2006-10-05,2006-10-05,1,1.37,1,640,1.0,Cluster 0
CUST0000450690,14.760000000000002,4,5,2007-01-19,2007-10-03,10,3.6900000000000004,258,277,2.5,Cluster 0
CUST0000450768,13.02,2,3,2006-06-25,2008-05-06,6,6.51,682,61,3.0,Cluster 2
CUST0000450865,799.7699999999995,21,242,2006-06-17,2008-07-06,564,38.08428571428569,751,0,26.857142857142858,Cluster 1
CUST0000451201,670.820000000001,68,132,2007-06-04,2008-07-04,740,9.865000000000014,397,2,10.882352941176471,Cluster 2
CUST0000451206,19.0,2,7,2007-06-03,2007-11-01,13,9.5,152,248,6.5,Cluster 0
CUST0000451458,1001.849999999999,69,260,2006-04-14,2008-06-22,737,14.519565217391289,801,14,10.681159420289855,Cluster 2
CUST0000451794,2.01,2,2,2007-05-28,2008-03-12,2,1.005,290,116,1.0,Cluster 2
CUST0000451858,4.18,1,3,2006-07-26,2006-07-26,5,4.18,1,711,5.0,Cluster 0
CUST0000451897,78.59,9,41,2006-09-08,2008-06-05,74,8.732222222222223,637,31,8.222222222222221,Cluster 2
CUST0000452214,1.21,1,2,2006-12-07,2006-12-07,2,1.21,1,577,2.0,Cluster 0
CUST0000452727,9.15,1,3,2007-10-02,2007-10-02,5,9.15,1,278,5.0,Cluster 0
CUST0000453145,245.21000000000012,12,91,2006-07-29,2006-12-15,246,20.434166666666677,140,569,20.5,Cluster 1
CUST0000453310,35.38,4,6,2007-07-28,2008-02-28,6,8.845,216,129,1.5,Cluster 0
CUST0000453405,8.44,1,1,2006-12-16,2006-12-16,4,8.44,1,568,4.0,Cluster 0
